zinc,smile
ZINC85624909,CCCC(=CC(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CCC([NH+]=C(N)N)CC1C=C3CCC(C)CC3C2C1COC1CCCCC1)CO
ZINC85532359,CCC(O)C1C2CC3(CCCC3)C(c3ccccc3)C2CC2C3C(=CCC[NH+]21)OC(=C1OC(=O)C(C[O-])=C1OC)C3C
ZINC70450876,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1OC3(c1ccc(O)cc1O)Oc1cc(O)ccc1-2
ZINC85594264,CCCCCC[NH2+]CCOc1c2occc2cc(CCC(=O)OCC)c1OC1OC(CO)C2(O)C(O)C1(O)C1C3C=CC(O)C1(CO)C=CC32
ZINC05833428,CC=CC1C=CC2CC(C)CCC2C1(C)C(=O)C1=C([O-])C(CO)N(C)C1=O
ZINC85532361,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CCCC(C)C)CC(Cc4ccccc4)CC3C2C1CO
ZINC85548664,C[NH2+]CCNC(=N)[N+]1=CCC(C[NH2+]CCO)C2(C1)C1CC3=C(C(=O)[O-])C4(O)CC32C(CC1)CCCCC4=O
ZINC85548665,CNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C4(O)CC32C(CC1)CCC1(CCCC1)CC4=O
ZINC40937949,COC(=O)C1(CC=C(C)C)CC(CC=C(C)C)C(C)(C)C(C(=O)C(C)C)C1=O
ZINC85532363,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C[NH+]3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
ZINC85570629,C=C1CC(O)C(C)C2CC(CSSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3C(C[NH+]=C(N)N)CC21C
ZINC14613745,COc1cc(O)c2c(=O)c3cc4c(c(O)c3oc2c1CC=C(C)C)OC(C)(C)C=C4
ZINC85624921,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CCC([NH+]=C(N)N)CC1C=C3C(c4cccc(O)c4)CC(C)CC3C2C1COC1CCCCC1
ZINC70450887,CC1(C)C(C(=O)C=Cc2ccc(O)cc2)CCC2(C)C3=CCC4(C)C5CC(C)(C(=O)[O-])CCC5(C)CCC4(C)C3=CCC12
ZINC14613746,COc1cc(O)c2c(=O)c3cc4c(c(O)c3oc2c1CCC(C)(C)O)OC(C)(C)C=C4
ZINC85532365,CCC(O)C1CC(Cc2ccccc2)CC2C3C(=CCC[NH+]12)OC(=C1OC(=O)C(C[O-])=C1OC)C3CO
ZINC13379919,COc1c(=O)c2c(O)c3c(c(CC=C(C)C)c2oc1-c1ccc(O)c(O)c1)OC(C)(C)C=C3
ZINC85570630,CC(C)(CC[n+]1cc[nH]c1)C1=C2CCCCC2C2=C3C(CCC2)CC(C2CCC4(O)C5=CC(=O)C6CC(O)C(O)CC6(C6CCCCC6)C5CCC24C)C(O)C31
ZINC95910690,COC(=O)C1=CCC23CCC(C2(OC(C)=O)CC1)C(C)(C=CC=C(C)C(=O)OCC(O)CO)OC3=O
ZINC13379920,C=CC(C)(C)c1c(O)cc(O)c2c1oc(-c1cc(O)c(O)c(CC=C(C)C)c1CC=C(C)C)c(O)c2=O
ZINC14613748,CC(C)=CCc1ccc(O)c2oc3cc4c(c(O)c3c(=O)c12)CCC(C)(C)O4
ZINC70450894,COc1cc(O)c(Cc2ccc(O)cc2)c(CCc2cc(Cc3ccc(O)cc3)ccc2O)c1Cc1ccc(O)cc1
ZINC13379921,C=CC(C)(C)c1c(O)cc(O)c2c1oc(-c1cc(O)c3c(c1CC=C(C)C)C=CC(C)(C)O3)c(O)c2=O
ZINC85532367,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CSSCC4CCC5(CCCC5)C4CC(O)C4CCCC(C2C1C)[NH+]43
ZINC85548677,C[NH2+]CCNC(=N)[N+]1=CCC(C[NH2+]CCO)C2(C1)C1CC3=C(C(=O)[O-])C(O)(COC4CCCCC4)CC32C(C)CC1
ZINC85570633,CC1C2CC(CSSCC([n+]3cc[nH]c3)CC(C)(C)C(=C3CCCC3)CC1O)C1(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC21C
ZINC14613750,CC(C)(O)CCc1ccc(O)c2oc3cc4c(c(O)c3c(=O)c12)CCC(C)(C)O4
ZINC85532369,COC1=C(C)C(=O)OC1=C1OC2=CCC[NH+]3C(CC4C(c5ccccc5)CCC4C3C(O)CC3CCCC34CCCC4)C2C1C
ZINC85570634,CC(C)C1=C2CCCCC2C2=C3C(CCC2)CC(C2CCC4(O)C5=CC(=O)C6CC(O)C(O)CC6(C)C5C(C[NH+]=C(N)N)CC24C)C(O)C13
ZINC02139624,CCCCCc1c2c(cc(O)c1C(=O)[O-])OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2
ZINC33831622,C=C1COC(=O)C12CC1(C)C(C2OC(=O)C(C)=CC)C(OC(=O)C(C)=CC)CCC1C
ZINC70450901,COc1cc(C2OCC3C2COC3c2ccc(CC(=O)C=Cc3ccc(O)c(O)c3)c(OC)c2)ccc1O
ZINC85532371,COC1=C(C)C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CC4C5(CCCC5)CCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
ZINC85570637,CC(C)CCCC12CC(O)C(O)CC1C(=O)C=C1C2CCC2(C)C3CC(CSSCC([n+]4cc[nH]c4)CC(C)(C)C(=C4CCCCC4)CC(O)C3C)C12O
ZINC85624932,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CCC([NH+]=C(N)N)C1C=CC(OC)C3C1C=C1CCC(C)CC1C23
ZINC85548685,CNC1=NCC#CC2CC(C)C34CC(O)(COC)C(C(=O)[O-])=C3CC2C42C[N+]1=CCC2C[NH2+]CCO
ZINC95910701,CC1CCC(C(C)(O)COC2OC(CO)C(O)C(O)C2O)CC1=O
ZINC85532373,CCCCCc1cccc(CC2CC3C4C(=CCC5CSSCC6CCCC6CC(O)C(C2)[NH+]35)OC(=C2OC(=O)C(C[O-])=C2OC)C4C)c1
ZINC33830814,CC(C)(C)CC[NH+](CCCC1(O)CCC(O)c2ccccc21)C(c1ccccc1)c1ccccc1
ZINC85548688,CNC(=N)[N+]1=CCC(C[NH2+]CCO)C2(C1)C1CC3=C(C(=O)[O-])C(O)(COC)C4CCCC(CC1)C342
ZINC85532375,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC(O)(C4C=CCC(C)C4)C4CCCC(C2C1C)[NH+]34
ZINC85548690,CNC(=N)[N+]1=CCC(C[NH2+]C)C23C4CC5=C(C(=O)[O-])C6(O)CC52C(CC4)(CCC13)CCCCC6=O
ZINC85594281,CCOC(=O)CCc1cc2ccoc2c(OCC[NH2+]C)c1OC1OC(CO)C2(O)CCC(C(CO)CO)C1(O)C2O
ZINC85624938,COCC1C2C=C3CCC(C)CC3C1c1c(O)c(OC3CCCC3)cc(CCC(=O)C=CCCC3CCCC3)c1C#CCC([NH+]=C(N)N)C2
ZINC85532377,COC(=O)C1=COC(C)C2C[n+]3ccc4c5ccccc5[nH]c4c3C(C3OC(C)C4C[NH+]5CCC6c7ccccc7NC6C5CC4C3C(=O)OC)C12
ZINC38348869,CC(=CC(O)CC(C)C(=O)[O-])C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O
ZINC14692080,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4)coc13)C=CC(C)(C)O2
ZINC85487066,C=C1C(O)CC(CC(C)=O)C2(C)C1CC1(C(C)(C)O)CC(OC(C)=O)C(C)=C1C(OC(=O)c1ccccc1)C2OC(C)=O
ZINC85508449,CCC(C)C([NH2+]C)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC=Cc2ccc(cc2)OC1C(C)C
ZINC85570643,CC(C)CCCC12CC(O)C(O)CC1C(=O)C=C1C2CCC2(C)C(C3CC4CCCC5=C4C(C(C(C)(C)CC[n+]4cc[nH]c4)=C4CCCCC54)C3O)CCC12O
ZINC85594284,CCOC(=O)CCc1cc2ccoc2c(OC)c1OC1OC(CO)C2(O)CCC(C(CO)CO)C1(O)C2O
ZINC85532379,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC5N4C3CCC5(O)C3C=CCC(C)C3)C2C1C
ZINC85548698,CNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C4(O)CC32C(CC1)CCCCC4=O
ZINC95910713,COc1cc(C(=O)OC2CC(C)(O)C=CC3(C)CCC(O)(C(C)C)C23)ccc1O
ZINC85532381,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CC4CCCC4)CC(Cc4ccccc4)CC3C2C1CO
ZINC85570644,C=C1CC(O)C(C)C2CC(CSSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC21CO
ZINC85594288,CCOC(=O)CCc1cc2ccoc2c(OC)c1OC1OC(CO)C2(O)CC3C=CC=CC3(CCO)C1(O)C2O
ZINC85548704,C[NH2+]CC1CC=[N+](C(=N)NC2CCCCC2)CC12C1CC3=C(C(=O)[O-])C4(O)CC32C(CC1)CCCCC4=O
ZINC95910717,CC1(C)C(=O)CCC2(C)C3CC=C4C(CCC5(C(=O)[O-])CCC(C(=O)[O-])C(C)(O)C45)C3(C)CC(=O)C12
ZINC85532383,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CC4CCCCC4)CC(Cc4ccccc4)CC3C2C1CO
ZINC95910718,O=C(c1ccc(O)cc1O)C1C(C(=O)c2ccc(O)cc2O)C(c2ccc(O)cc2)C1c1ccc(O)cc1
ZINC85570648,C=C1CC(O)C2CCCCC3CC4C(=CC(=O)C5CC(O)C(O)CC54C)C4(O)C(CC2C34C)CSSCC([n+]2cc[nH]c2)CC1(C)C
ZINC85532386,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCC3)C[NH+]3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
ZINC38659878,CC=C(C)C(=O)OCC1C(Cc2ccc(OC)c(OC)c2)COC1c1ccc(OC)c(OC)c1
ZINC59588893,C=C(C)C(CC)CC=C(C)Cc1c(O)cc(OCC)c2c1C(O)C(c1ccc(O)cc1OCC)=C([O-])C2=O
ZINC85532388,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CCC(C)C)CC(Cc4ccccc4)CC3C2C1CO
ZINC85548713,CNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C(O)(COC4CCCCC4)CC32C(C)CC1
ZINC14692098,CC(C)=CCc1cc(-c2coc3c4c(cc(O)c3c2=O)OC(C)(C)C=C4)ccc1O
ZINC85570652,C=C1CC(O)C(C)C2CC(CSSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4C(C[NH2+]C)C(O)C(O)CC4(C)C3CCC21C
ZINC70450933,C=C1C(=O)OC2CC(C)C34CC5(C(=O)OC6CC7(C)C(=C(C)CCC7O)CC65)C(C(C)=C3CC12)C4OC(C)=O
ZINC85532390,COC1=C(C)C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
ZINC85548717,C[NH2+]CCNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C4(O)CC32C(CC1)CCCCC4OC
ZINC05665360,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)(O)C2OC(=O)c1ccccc1
ZINC85624957,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CCC([NH+]=C(N)N)CC1C=C3CCC(C)CC3C2C1COC
ZINC85532393,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(CC4C(c5ccccc5)CCC4C3C(O)CCCC(C)C)C2C1C
ZINC05762050,C=CC(C)(C)Oc1c2ccc(=O)oc2c(C(C)(C)C=C)c2c1C=CC(C)(C)O2
ZINC85548725,C[NH2+]CCNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C4(O)CC32C(CC1)CCCCC4=O
ZINC85548726,CNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C(O)(COC4CCCC4)CC32C(C)CC1
ZINC70450944,C=C1CC(OC(=O)c2ccccc2)C2C(C)(C(=O)[O-])CCCC2(C)C1CCC(C)=CCO
ZINC85624965,CCCC(=CC(=O)CCc1cc(OC2CCCC2)c(O)c(C2C(COC)C(CC[NH+]=C(N)N)C=C3CCC(C)CC32)c1)CO
ZINC85532397,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C6CCCC6)C5)N4C3)C2C1C
ZINC85548731,CNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C(O)(COC)CC32C(C)CC1
ZINC85594306,CCOC(=O)CCc1cc2ccoc2c(OC)c1OC1OC(CO)C2(O)CCC(CCO)C1(O)C2O
ZINC86047355,CCCCCCCCCCCCCCCCCCOC1(O)c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21
ZINC70450951,CC(=O)OC1CC2C(C)(C3CCC4(C)C(c5ccoc5)OC(=O)C5OC54C13C)C(OC(C)=O)CC(=O)OC2(C)C
ZINC85570661,C=C1CC(O)C2CCCC3CC4C(=CC(=O)C5CC(O)C(O)CC54C)C4(O)C(CC2C34C)CSSCC([n+]2cc[nH]c2)CC1(C)C
ZINC85624968,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CCC([NH+]=C(N)N)CC1C=C3CCC(C)CC3C2C1COC1CCCCC1
ZINC85532400,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)[NH+]3C4C(O)C1C=CCC(C2CCCC2)C1
ZINC14718751,CCCc1cc(=O)oc2c(C(=O)C(C)CC)c(O)c(CC=C(C)CCC=C(C)C)c(O)c12
ZINC85570663,CC(C(O)CC(=C1CCCC2(CCCC2)C1)C(C)(C)CC[n+]1cc[nH]c1)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
ZINC14684035,CC1(C)C=Cc2cc3c(=O)c4c(O)c5c(cc4oc3c(O)c2O1)OC(C)(C)CC5
ZINC85532402,COC1=C(C)C(=O)OC1=C1OC2=CCC3CSSCC4CCCC4CC(O)C4CC(Cc5ccccc5)CC(C2C1C)[NH+]43
ZINC85532404,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C[NH+]3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
ZINC85508493,CC(C)=CCCC(C(=O)[O-])C1C(OC(C)=O)CC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3=CCC12C
ZINC85624973,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c(C2C3CC(C)CCC3=CC3C(C[NH+]=C(N)N)C=CC(OC)C32)c1
ZINC85487110,CC(=O)OC1C(O)C(O)COC1OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C(=O)[O-])CCC4(C(=O)[O-])CCC23C)C1(C)C
ZINC14718758,CCC(C)C(=O)c1c(O)c(CC=C(C)CCC=C(C)C)c(O)c2c(C(CC)OC(C)=O)cc(=O)oc12
ZINC85487112,CC[NH+]1CC2(CC)C3CC4C1C3(C(OC)CC2O)C1(O)CC2CCC1(C2OC(=O)c1ccccc1)C4OC(C)=O
ZINC85532406,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC5C(O)CC6C(CCC67CCCC7)CSSCC3N54)C2C1C
ZINC42877811,CC(=O)OC1CCC(C)C23OC(C)(C)C(CC(OC(=O)c4ccco4)C12C)C3OC(=O)c1ccco1
ZINC85532407,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C3CCC4CCC(C2C1C)[NH+]3C4C(O)C1C=CCC(C)C1
ZINC85570667,C=C1CC(O)C(C)C2CC(CSSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4CC(O)C(O)C5CCC(CC21C)C3C45C
ZINC95910760,CCC(C)C(=O)OC1CC(C)(O)C23CC(CC(OC(=O)c4ccoc4)C2(COC(C)=O)C1OC(=O)C(C)CC)C(C)(C)O3
ZINC95910763,CC(C)(O)C1Cc2cc(C(=O)CC(O)c3ccc4c(c3)CCC(C)(C)O4)c(O)cc2O1
ZINC85532409,COC1=C(C)C(=O)OC1=C1OC2=CCC3CSSCC4CCC5(CCCC5)C4CC(O)C4CCCC(C2C1C)N43
ZINC05158973,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4O)coc13)C=CC(C)(C)O2
ZINC85624981,CCC(C=CC(=O)CCc1cc(OC2CCCC2)c(O)c(C2C(COC)C(CC[NH+]=C(N)N)C=C3CCC(C)CC32)c1)CCO
ZINC33833645,CC=C(C)C(=O)OC1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2OC)OCO3)CC(C)C1(C)O
ZINC85532411,CCC(O)C1C2CCC(c3ccccc3)C2CC2C3C(=CCC[NH+]21)OC(=C1OC(=O)C(C[O-])=C1OC)C3C
ZINC85570670,C=C1CC(O)C(C)C2CC(C(CCCO)SSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC21C
ZINC33830759,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC(C)=O)C(O)C(O)C4O)cc3o2)cc1
ZINC85532413,COC1=C(C)C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CC4CCCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
ZINC85532414,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(CC4C(c5ccccc5)CCC4C3C(O)CC3CCCCC3)C2C1C
ZINC85539981,CCCCCCCCCCC(O)CCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCCCCCCCCCCCCCC3=CC(C)OC3=O)O2)O1
ZINC85548765,CNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C(O)(C=O)CC32C(C)CC1
ZINC85570673,C=C1CC(O)C(C)C2CC(CSSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC21C
ZINC85532416,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(CC4C(c5ccccc5)CCC4C3C(O)CCC(C)C)C2C1C
ZINC14435210,COc1cc(C2c3cc(O)c(OC)cc3CC(CO)C2COS(=O)(=O)[O-])ccc1O
ZINC95910778,CC(=O)OC1CC(C)(C)C(=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C2C=C3C(C)(CC(O)CC3(C)C)O2)C(C)(O)C1
ZINC85532418,COC1=C(C)C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
ZINC85539988,CCCCCCCCCCCCC(O)C1CCC(C(O)CCCCCC(=O)CCCCC2CC(CC(C)=O)C(=O)O2)O1
ZINC95910781,COC1=CC(=C2C=C(OC)c3cc(C)cc(O)c3C2=O)C(=O)c2c(O)cc(C)cc21
ZINC85532419,COC1=C(C)C(=O)OC1=C1OC2=CC3C=CC4(CCCC(C(O)C5C=CCC(C)C5)N4C3)C2C1C
ZINC85624997,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CC(c1cccc(O)c1)C([NH+]=C(N)N)CCC(COC)C2CCC(C)=O
ZINC95910784,CC1(C)CCC23CCC4(C)C(CCC5C6(C)CC(O)C(OC(=O)C=Cc7ccc(O)cc7)C(C)(C)C6CCC54C)C2C1OC3=O
ZINC70450986,CC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CC(O)C(C(CCC=C(C)C)C(=O)[O-])C1(C)CC3
ZINC85625000,COCC1C(CC[NH+]=C(N)N)C=C2CCC(C)CC2C1c1cc(CCC(=O)C=CCCC2CCCC2)cc(OC2CCCC2)c1O
ZINC05158942,COc1cc(OC)c2c(c1CC=C(C)C)OC(c1ccccc1)CC2=O
ZINC85532422,COC1=C(C)C(=O)OC1=C1OC2=CCC3CCC4CCC(C2C1C)[NH+]3C4C(O)C1C=CCC(C)C1
ZINC95910786,CC1=CC(=O)CC2C1(C)CC(=O)C(C)C2(C)CCC(C)CC(=O)[O-]
ZINC85532423,CCC(O)C1C2CC3(CCCC3)C(c3ccccc3)C2CC2C3C(=CCC[NH+]21)OC(=C1OC(=O)C(C)=C1OC)C3C
ZINC85548778,C[NH2+]CC1CC=[N+](C(=N)NC2CCCCC2)CC12C1CC3=C(C(=O)[O-])C(O)(C=O)CC32C(C)CC1
ZINC85508527,C=C(CCC(C(=O)[O-])C1C(O)CC2(C)C3=CCC4C(C)(C)C(OC(=O)c5ccc(O)cc5)CCC4(C)C3=CCC12C)C(C)C
ZINC86047384,O=C(Cc1ccccc1)Oc1c2c3cc(O)c(O)cc3oc2c(OC(=O)c2ccc(O)cc2)c(-c2ccc(O)cc2)c1O
ZINC70450991,CCCCCC=CC=CC(=O)OCC1=CC2C(=O)C3(C=C(C)C(O)C3(O)C1O)C(C)CC1C2C1(C)C
ZINC85570681,C=C1CC(O)C(C)C2CC(C(CCc3ccccc3)SSCC([n+]3cc[nH]c3)CC1(C)C)C1(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC21C
ZINC85548782,CCOCC1(O)CC23C(=C1C(=O)[O-])CC(C(Cc1ccccc1)CC2C)C31C[N+](C(=N)NC)=CCC1C[NH2+]C
ZINC85532427,CCCCCc1cccc(CC2CC(C(O)CC)[NH+]3CCC=C4OC(=C5OC(=O)C(C[O-])=C5OC)C(CO)C4C3C2)c1
ZINC86047387,O=C(Cc1ccccc1)Oc1c2c3cc(O)c(O)cc3oc2c(OC(=O)c2ccc(O)cc2)c(-c2ccc(O)cc2)c1OC(=O)Cc1ccccc1
ZINC85540004,CCCCCCCCCCCCCCCCCCCCCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCCCCCC(O)CC3=CC(C)OC3=O)O2)O1
ZINC85548786,C[NH2+]CCNC(=N)[N+]1=CCC(C[NH2+]C)C2(C1)C1CC3=C(C(=O)[O-])C(O)(COC)CC32C(C)CC1
ZINC85532429,COC1=C(C)C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CC4CCCCC45CCCC5)CC(Cc4ccccc4)CC3C2C1C
ZINC86047390,CC(=O)Oc1c(OC(=O)Cc2ccccc2)c2c3cc(O)c(O)cc3oc2c(OC(=O)Cc2ccccc2)c1-c1ccc(O)cc1
ZINC85644674,CCCCCCC=CC(=O)OC1C(=O)OC2CC13C(C)C(=O)CC3(O)C1(COC1=O)C2C
ZINC85487158,C[NH2+]Cc1ccc(COC2CC3(C)C4CC=C5C6CC(C)(CO)CC(O)C6(C(=O)[O-])CCC5(C)C4(C)CCC3C(C)(CO)C2OC2OCC(O)C(O)C2O)cc1
ZINC85532431,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CCCC(C)C)CC(Cc4ccccc4)CC3C2C1C
ZINC59245720,CC(=O)OC1C(C)C=CC(C)(C)C(=O)CC(O)C(C)=CC2C(OC(=O)c3ccccc3)C(C)CC21OC(C)=O
ZINC85532432,CCC1(O)CCC2CC=C3OC(=C4OC(=O)C(C[O-])=C4OC)C(CO)C3C3CCCC1[NH+]23
ZINC85625018,CCCC=CC(=O)CCc1cc(OC2CCCC2)c(O)c(C2C(COC)C(CC[NH+]=C(N)N)C=C3CCC(C)CC32)c1
ZINC85532433,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC3CSSCC4CCCC4CC(O)C4CCCC(C2C1C)N43
ZINC85487164,C[NH2+]Cc1ccc(COC2CC3(C)C4CC=C5C6CC(C)(CO)CCC6(C(=O)[O-])CCC5(C)C4(C)CCC3C(C)(C(O)CO)C2OC2OCC(O)C(O)C2O)cc1
ZINC85532435,CCC(O)C1CC(Cc2ccccc2)CC2C3C(=CCC[NH+]12)OC(=C1OC(=O)C(C[O-])=C1OC)C3C
ZINC85487168,C[NH2+]Cc1ccc(COC2CC3(C)C(CCC4(C)C3C(CCCO)C=C3C5CC(C)(CO)CCC5(C(=O)[O-])CCC34C)C(C)(CO)C2OC2OCC(O)C(O)C2O)cc1
ZINC85594350,CC(C)(O)C1Cc2c(c3c4oc5c(c(=O)c4c2OC2CCCC2)C(c2ccc(NO)cc2)C=CC5(O)C2(CCCC2)C(CO)([NH+]=C(N)N)CSSC3)O1
ZINC85508552,CC1(C)CCC2(C(=O)[O-])CCC3(C)C(=CCC4C5(C)CC(O)C(OC(=O)C=Cc6ccc(O)cc6)C(C)(C)C5CCC43C)C2C1
ZINC85644680,Oc1ccc(C2Oc3cc(O)cc(C4c5c(cc(O)cc5C=Cc5ccccc5)OC4c4ccc(O)cc4)c3C2c2cc(O)cc(O)c2)cc1
ZINC85487170,C[NH2+]Cc1ccc(COC2CC3(C)C4CC=C5C6CC(C)(CO)CC7CCCC(CC76C(=O)[O-])C5(C)C4(C)CCC3C(C)(CO)C2OC2OCC(O)C(O)C2O)cc1
ZINC85594352,CC1(O)CCCC2c3c(c4c5oc6c(c(=O)c5c3OC3CCCC3)C(c3ccc(NO)cc3)C=CC6(O)CC([NH+]=C(N)N)CSSC4)OC21
ZINC85487172,C[NH2+]Cc1ccc(COC2CC3(C)C(CCC4(C)C56CCCC34CC=C5C3CC(C)(CO)CCC3(C(=O)[O-])CC6)C(C)(CO)C2OC2OCC(O)C(O)C2O)cc1
ZINC85487173,CCCCCC1CC2(C(=O)[O-])CCC(C)(CO)CC2C2=CCC3C4(C)CC(OCc5ccc(C[NH2+]C)cc5)C(OC5OCC(O)C(O)C5O)C(C)(CO)C4CCC3(C)C21C
ZINC85548805,CNC(=N)[N+]1=CCC(C[NH2+]CCO)C2(C1)C1CC3=C(C(=O)[O-])C(O)CC32C(C)CC1
ZINC85594354,CC1(O)CCCC2c3c(c4c5oc6c(c(=O)c5c3OC3CCCC3)C(c3ccc(NO)cc3)CCC6(O)CC([NH+]=C(N)N)CSSC4)OC21
ZINC85487175,CCC1CC2(C(=O)[O-])CCC(C)(CO)CC2C2=CCC3C4(C)CC(OCc5ccc(C[NH2+]C)cc5)C(OC5OCC(O)C(O)C5O)C(C)(CO)C4CCC3(C)C21C
ZINC85532440,CCCCCc1cccc(C2CCC3C2CC2C4C(=CCC[NH+]2C3C(O)CC)OC(=C2OC(=O)C(C[O-])=C2OC)C4C)c1
ZINC70451024,CC=C(C)C(=O)NC1CCC2(C)C3CCC4(C)C(C(C)[NH+](C)C)CCC4C3CCC2C1OC(C)=O
ZINC70451025,CC=C(C)C(=O)NC1C(O)CC2(C)C3CCC4(C)C(C(C)[NH+](C)C)CCC4C3CCC2C1OC(C)=O
ZINC85487179,C[NH2+]Cc1ccc(COC2CC3(C)C4CC=C5C6CC(C)(CO)CCC6(C(=O)[O-])CCC5(C)C4(C)C4(CCCC4)CC3C(C)(CO)C2OC2OCC(O)C(O)C2O)cc1
ZINC85532442,COC1=C(C[O-])C(=O)OC1=C1OC2=CCC[NH+]3C(C(O)CC4CCCC4)CC(Cc4ccccc4)CC3C2C1C
ZINC95910826,CC(C)CC(=O)OC(C)C1(O)CCC2(O)C1(C)C(OC(=O)CC(C)C)CC1C3(C)CCC(O)CC3CCC12O
